公司名称,城市,营业收入,利润,上市日期,行业分类,产品类型
广东兴艺数字印刷股份有限公司,江门市,3.51亿,692.78万,2017-12-27,制造业,彩盒、彩箱
广东荣骏建设工程检测股份有限公司,广州市,1.54亿,3014.93万,2017-12-11,科学研究和技术服务业,检测服务、检测辅助服务
泰铂(上海)环保科技股份有限公司,上海市,2.32亿,2021.69万,2017-12-14,制造业,车辆空调系统
上海罗特钢带系统股份有限公司,上海市,3287.19万,516.85万,2017-12-11,制造业,钢带、设备、维修服务
杭州新丰小吃股份有限公司,杭州市,2.02亿,502.77万,2017-12-13,住宿和餐饮业,门店餐饮、食材销售、加盟管理服务
浙江顺天传动科技股份有限公司,温州市,3593.97万,333.13万,2017-12-07,制造业,减速机、口罩机
天嘉智能装备制造江苏股份有限公司,扬州市,1.26亿,746.23万,2017-12-13,制造业,除雪车、雪铲、雪刷、撒布机、配件
百琪达智能科技(宁波)股份有限公司,宁波市,1.40亿,2090.67万,2018-01-26,制造业,设备类、加工类及配件
苏州方向文化传媒股份有限公司,苏州市,1238.70万,142.69万,2017-12-13,文化、体育和娱乐业,数字文化产品制作
武汉仕全兴新材料科技股份有限公司,武汉市,3.05亿,3418.95万,2017-12-19,制造业,聚氨酯固化剂、水性树脂、材料销售、仓储
北京航天奥祥通风科技股份有限公司,北京市,1.17亿,1070.35万,2017-12-26,制造业,风机制造、风机维修、复材加工
江苏赛融科技股份有限公司,苏州市,--,--,2017-12-06,信息传输、软件和信息技术服务业,基础运维服务、信息安全服务、软件运维、系统集成
河北华清环境科技集团股份有限公司,石家庄市,1.07亿,719.63万,2017-12-15,科学研究和技术服务业,检测、运维、工程、技术服务、销售环保设备
河北德乐机械科技股份有限公司,邢台市,1509.36万,9.99万,2017-12-13,制造业,轧辊、机加件、修磨、机械备件、废钢屑
北京明易达科技股份有限公司,北京市,2.01亿,1077.77万,2017-12-13,信息传输、软件和信息技术服务业,销售业务、服务业务
长沙硕博电子科技股份有限公司,长沙市,5408.66万,-112.34万,2017-12-15,制造业,智能分布式IO、移动控制器、环卫车电气控制系统
江苏金恒信息科技股份有限公司,南京市,--,--,2017-12-12,信息传输、软件和信息技术服务业,软件开发及产品、系统集成及工程服务、咨询服务及技术服务
温州温都猫股份有限公司,温州市,2068.89万,-549.04万,2017-12-05,批发和零售业,电商平台销售、电商平台推广
无锡晶石新型能源股份有限公司,无锡市,1.51亿,1163.76万,2017-12-19,制造业,锰酸锂、三元、三元加工
安徽好思家涂料股份有限公司,蚌埠市,8217.30万,-349.33万,2017-12-11,制造业,真石漆、乳胶漆、硅酮胶、塑料桶、装饰一体板、装饰单板
杭州掌动科技股份有限公司,杭州市,7836.88万,-280.91万,2017-12-22,信息传输、软件和信息技术服务业,游戏运营、信息推广、技术开发
北京浩鸿达科技发展股份公司,北京市,3921.45万,45.15万,2017-12-13,信息传输、软件和信息技术服务业,软硬件代理销售、自有软件销售、软件技术服务、内控咨询服务
山东大众机械制造股份有限公司,济南市,--,--,2017-12-19,制造业,链轮、引导轮 凸型钢、前叉后座、挖斗、板料
郑州恒凯能源科技股份有限公司,郑州市,--,--,2017-12-21,科学研究和技术服务业,节能服务、节能产品、太阳能光热产品
上海捷儿金科技股份有限公司,上海市,1109.23万,-117.37万,2017-12-26,制造业,冰袋、冰垫、其他
安徽省明堂山旅游开发股份有限公司,安庆市,2410.40万,247.29万,2017-12-15,水利、环境和公共设施管理业,索道运输业务、景区门票业务、景区客运业务、栈道体验业务、玻璃滑道业务、酒店服务业务
深圳飞安瑞科技股份有限公司,深圳市,1.34亿,1881.30万,2017-12-11,制造业,空气处理类、个人护理类、厨房电器类
北京龙成国际文化发展股份有限公司,北京市,201.78万,-173.42万,2017-12-12,文化、体育和娱乐业,艺术品数字化应用、创意设计及制作
广州爱申特科技股份有限公司,广州市,--,--,2017-12-11,制造业,智能充电柜、节能型高频工业电源
芜湖美悦酒店投资管理股份有限公司,芜湖市,8737.81万,-2830.15万,2017-12-08,住宿和餐饮业,住宿服务
山东一飞药业股份有限公司,德州市,7820.35万,463.24万,2017-12-08,制造业,自产产品、贸易产品
山东京普太阳能科技股份有限公司,临沂市,1.24亿,1230.67万,2017-12-13,制造业,光伏系统工程及相关产品、太阳能集热系统及相关产品
山东兴润园林生态股份有限公司,泰安市,--,--,2018-02-14,建筑业,园林绿化工程施工、环境生态修复、苗木种植、绿化养护
康奇(天津)生物技术股份有限公司,天津市,2200.86万,320.56万,2017-12-11,制造业,康奇胶囊、康奇纳豆、康奇葡萄粉、康奇香皂、牙膏等防护品、康奇软骨素钙片、房屋租赁、会员及服务费
江苏中荷花卉股份有限公司,连云港市,--,--,2017-12-27,农、林、牧、渔业,郁金香、百合、风信子、瓶苗、蝴蝶兰、切花
重庆瑞通精工科技股份有限公司,重庆市,5.74亿,1481.31万,2017-12-12,制造业,毛坯销售、包装物销售
上海新域系统集成股份有限公司,上海市,5538.27万,72.96万,2018-01-03,信息传输、软件和信息技术服务业,网络专线销售、数据运维业务、贸易
广东万田检测股份有限公司,汕头市,--,--,2017-12-25,科学研究和技术服务业,检测服务、检测方案设计服务
河南亚佳特绿建科技股份有限公司,郑州市,4003.13万,-329.32万,2017-12-14,建筑业,节能建材、节能工程施工、装配式房屋、成品房屋
安徽林海园林绿化股份有限公司,马鞍山市,3.92亿,2224.34万,2017-12-08,建筑业,工程施工、绿化养护、苗木销售、生态旅游
江苏富丽华通用设备股份有限公司,苏州市,1.10亿,1136.12万,2017-12-19,制造业,空压机风机、商用空调风机
上海知韬文化创意股份有限公司,上海市,1.41亿,2582.80万,2017-12-28,科学研究和技术服务业,终端整体展示
上海生农生化制品股份有限公司,上海市,2.59亿,2337.23万,2017-12-19,制造业,杀菌剂、杀虫剂、除草剂、肥料
山东龙成消防科技股份有限公司,泰安市,3.87亿,1130.65万,2017-12-22,制造业,灭火器、水带、干粉、防火门
广东毅达医疗科技股份有限公司,东莞市,8256.85万,450.77万,2017-12-11,制造业,受托加工业务、自营业务
中山粤冠交通科技股份有限公司,中山市,1.54亿,1073.84万,2017-12-11,科学研究和技术服务业,建材销售业务、合同能源管理业务、土地资源管理业务、土地储备前期开发业务
深圳市泰为电力科技股份有限公司,深圳市,786.01万,95.08万,2017-12-15,制造业,电动操作装置
泰达长林管道科技(江西)股份有限公司,新余市,2569.12万,263.85万,2018-01-25,制造业,管道不停输开孔封堵设备、管道不停输开孔封堵服务、管道抢修工程服务
成利吉(厦门)智能股份有限公司,厦门市,2001.66万,-243.74万,2017-12-22,信息传输、软件和信息技术服务业,系统集成
江苏佑风微电子股份有限公司,常州市,--,--,2017-12-20,制造业,肖特基二极管（SKY）、快恢复二极管（FR）和整流二极管（STD）、瞬态电压抑制二极管（TVS）、办公用品、机械设备的维修、五金、交电、包装材料
上海昱品通信科技股份有限公司,上海市,9529.47万,1483.94万,2017-12-07,制造业,光纤类设备、光缆类设备
筑建城市发展(山东)股份有限公司,济南市,--,--,2017-12-08,房地产业,房地产代理销售服务、房地产顾问咨询服务
广东广物木材产业股份有限公司,广州市,5394.28万,362.61万,2017-12-14,租赁和商务服务业,市场管理、信息服务、检测服务
联博瑞翔(北京)国际物流股份有限公司,北京市,7.39亿,1963.02万,2017-12-12,交通运输、仓储和邮政业,货运代理费、租赁
山东美罗福农业科技股份有限公司,滨州市,8286.82万,273.39万,2018-01-30,制造业,农药
广东阳江港港务股份有限公司,阳江市,6.70亿,2412.51万,2017-12-18,交通运输、仓储和邮政业,装卸运输、商品销售
广东润生堂生物科技股份有限公司,河源市,1236.05万,44.63万,2017-12-19,农、林、牧、渔业,石斛鲜品、石斛加工品
北京智吃健康科技股份有限公司,北京市,7.22万,-86.06万,2017-12-13,信息传输、软件和信息技术服务业,健康解决方案
绎达咨询(成都)股份有限公司,成都市,1620.36万,239.47万,2017-12-15,租赁和商务服务业,综合管理咨询服务
浙江凯鸿物流股份有限公司,嘉兴市,8.89亿,4011.41万,2017-12-20,交通运输、仓储和邮政业,国际货运代理、通关代理、集装箱运输、普通货物运输、多式联运、仓储服务、海外综合物流业务
四川赛狄信息技术股份公司,成都市,2.23亿,1757.85万,2017-12-18,制造业,软件无线电、研发产品、图像存储及接口、整机设备、技术开发
山西龙腾汇景园林股份有限公司,长治市,1283.53万,60.38万,2018-01-03,建筑业,绿化工程施工收入、养护收入
广东快车科技股份有限公司,中山市,4585.06万,24.70万,2017-12-12,信息传输、软件和信息技术服务业,智慧城镇综合解决方案、智慧化系统集成服务、电商平台运营服务
大团结农业股份有限公司,六安市,--,--,2018-01-24,制造业,菜油、大豆油、茶油、调和油、粕类
南京鹏飞智慧物流股份有限公司,南京市,8.90亿,714.96万,2017-12-25,批发和零售业,大宗商品贸易、租用运力
北京海利华科教育科技股份有限公司,廊坊市,8935.59万,-1123.92万,2017-12-27,科学研究和技术服务业,教学设备、培训、校车运营服务、智能设备
新日月生活服务集团股份有限公司,宁波市,7.44亿,2823.97万,2017-12-29,房地产业,物业、餐饮、酒店
四川辉腾科技股份有限公司,自贡市,2475.85万,-1085.45万,2018-01-04,制造业,芳纶1313及其产品、芳纶III及其产品、风帽件、amino树脂
山东合信科技股份有限公司,潍坊市,6126.38万,181.62万,2017-12-26,制造业,弹力纬纱、锦纶丝
锡林郭勒盟羊羊牧业股份有限公司,锡林郭勒盟,3.35亿,1714.78万,2018-01-22,制造业,羊肉产品、牛肉产品、熟食产品
河北兄弟伊兰食品科技股份有限公司,石家庄市,--,--,2017-12-28,制造业,食品添加剂
北京攀高文化传媒股份有限公司,北京市,--,--,2017-12-29,文化、体育和娱乐业,版权、动画制片
成都励翔文化创意股份有限公司,成都市,4479.49万,-930.87万,2018-01-03,租赁和商务服务业,会议服务费、展览服务费
太原智林信息技术股份有限公司,太原市,2.26亿,4676.14万,2017-12-28,信息传输、软件和信息技术服务业,智慧校园综合服务、软件、提供服务
湖北华兴机械科技股份有限公司,荆门市,7569.88万,2208.42万,2017-12-29,制造业,吹灰器系列产品/主机、吹灰器系列产品/零配件、液位计系列产品/主机、液位计系列产品/零配件
江苏启创环境科技股份有限公司,无锡市,2.43亿,4243.90万,2017-12-27,水利、环境和公共设施管理业,水处理设备销售及安装、技术服务及运维
杭州时代银通软件股份有限公司,杭州市,2.24亿,3624.93万,2018-01-02,信息传输、软件和信息技术服务业,产品销售及开发、维护
云南景谷白龙茶业股份有限公司,普洱市,1662.71万,222.78万,2018-01-02,农、林、牧、渔业,初级毛茶、精制加工茶
广东赛立信数据资讯股份有限公司,广州市,5095.47万,821.52万,2018-01-22,租赁和商务服务业,市场调研类、媒介调研类、竞争环境调研
安徽兴中新材料股份有限公司,安庆市,5762.29万,-110.76万,2017-12-29,制造业,CPP膜、包装袋
南通皋液重工股份有限公司,南通市,2773.14万,-426.02万,2017-12-27,制造业,液压系统及设备、液压系统及设备元件、金属结构件
安徽华辰造纸网股份有限公司,芜湖市,9326.34万,1038.82万,2017-12-28,制造业,SSB三层成形网、两层半成形网、单层成形网、干网
湖北腾飞人才股份有限公司,武汉市,3.48亿,2158.00万,2018-01-03,租赁和商务服务业,劳务外、包、劳务派遣、咨询服务
权星智控系统工程(上海)股份有限公司,上海市,1.33亿,3533.66万,2018-01-02,制造业,日用品、制冷、汽车、电子电器、机械、化妆品、包装、食品、医疗
河北智德检验检测股份有限公司,石家庄市,1650.22万,60.21万,2018-01-22,科学研究和技术服务业,食品、水质检测、销售快检试剂
北京博志成在线科技股份有限公司,北京市,5660.36万,81.04万,2018-01-03,租赁和商务服务业,培训业务、咨询业务
广东好顺发智慧物流股份有限公司,珠海市,3829.26万,39.37万,2018-01-04,交通运输、仓储和邮政业,运输、包装、仓储
安徽龙华化工股份有限公司,池州市,--,--,2018-01-04,制造业,五氧化二磷、多聚磷酸、洗必泰葡萄糖酸盐
广州金航游轮股份有限公司,广州市,4242.38万,-237.86万,2018-01-04,交通运输、仓储和邮政业,珠江游服务、广告冠名、商品销售、餐饮
上海格瑞特科技实业股份有限公司,上海市,5597.69万,187.75万,2017-12-28,信息传输、软件和信息技术服务业,智能化工程、楼宇自控系统（BAS）、维修维保服务、巡更巡检管理系统、技术咨询服务
江苏奥斯佳材料科技股份有限公司,苏州市,1.66亿,-299.24万,2018-01-24,制造业,聚氨酯用改性有机硅、聚氨酯用催化剂、水性胶黏剂、纺织助剂、水性树脂
北京浩天仁杰生物科技股份有限公司,北京市,0.0000,-832.77万,2018-01-23,信息传输、软件和信息技术服务业,技术开发、技术服务
喜跃发国际环保新材料股份有限公司,太原市,2.12亿,2142.60万,2018-01-24,制造业,道路建设材料、养护材料、固废循环再生材料
内蒙古圣氏化学股份有限公司,阿拉善盟,1.23亿,1787.08万,2018-01-24,制造业,非离子碘、造影剂高纯度中间体系列、特种有机硅系列
北京华彬天星通用航空股份有限公司,北京市,--,--,2018-01-24,交通运输、仓储和邮政业,飞行服务、飞行培训、飞机租赁、飞机托管、会员籍、运输
上海铁大电信科技股份有限公司,上海市,2.02亿,3013.97万,2018-02-05,制造业,设备监测(监控)系统、雷电防护系统、LED信号机系统、智能运维管理系统
上海永乐聚河供应链管理股份有限公司,上海市,8158.24万,-548.63万,2018-06-04,文化、体育和娱乐业,商品销售、物流运输、商务咨询
湖南朗林生物资源股份有限公司,长沙市,6787.74万,270.70万,2018-01-22,制造业,植物提取物、植物原料、植物油脂
湖州市南浔创业测绘与土地规划院股份有限公司,湖州市,4082.88万,506.20万,2018-01-04,科学研究和技术服务业,测绘费
江门市华锐铝基板股份公司,江门市,2.14亿,233.24万,2018-02-06,制造业,铝基覆铜板
汇智工程科技股份有限公司,青岛市,1.28亿,1388.34万,2018-02-06,科学研究和技术服务业,设计咨询、工程项目
北京邦富莱苏蒙科技股份有限公司,北京市,-3.69万,-94.55万,2018-01-26,信息传输、软件和信息技术服务业,系统集成
江苏绿浥农业科技股份有限公司,常州市,3345.40万,243.03万,2018-01-04,科学研究和技术服务业,节水材料销售、节水工程承接
杭州第意户外用品设计股份有限公司,杭州市,2851.96万,12.13万,2018-03-02,制造业,服装类、鞋类
北京阿义玛医疗科技股份有限公司,北京市,2142.86万,234.66万,2018-02-22,批发和零售业,进口医疗器械、物流转运装置、医用计量产品、维修服务
深圳九福科技股份有限公司,深圳市,2062.41万,-82.12万,2018-02-06,制造业,珠宝首饰品、自动化设备、受托加工修理
明和科技(唐山)股份有限公司,唐山市,3.18亿,1170.18万,2018-01-25,制造业,LVT、WPC、RVT、废木托、废纸盒等废弃物
厦门英特易信息科技股份有限公司,厦门市,1644.01万,-40.16万,2018-02-07,信息传输、软件和信息技术服务业,电信增值业务、企业云、直播
安徽汇能动力股份有限公司,蚌埠市,1.79亿,801.60万,2018-01-31,电力热力燃气及水生产和供应业,蒸汽、一次性入网费摊销
江苏明芯微电子股份有限公司,南通市,5839.16万,264.88万,2018-01-23,制造业,半导体芯片、半导体成管
广西侨旺纸模制品股份有限公司,南宁市,1.10亿,87.06万,2018-01-30,制造业,模压纸餐具、浆、其他废旧物品
山西长河科技股份有限公司,太原市,1.54亿,2166.74万,2018-01-23,信息传输、软件和信息技术服务业,系统集成、应用软件、运维服务
深圳市理德铭科技股份有限公司,深圳市,6.05亿,3370.02万,2018-01-24,批发和零售业,数据线、充电器、音频线
河北瑞兆激光再制造技术股份有限公司,唐山市,1.36亿,1180.48万,2018-01-25,制造业,修复及检修服务、设备及备件销售
深圳星旅国际投资控股集团股份有限公司,深圳市,3.56亿,-233.72万,2018-01-25,租赁和商务服务业,酒店分销业务、房产出租
辽宁华日高新材料股份有限公司,本溪市,2364.50万,458.03万,2018-01-30,制造业,聚四氟乙烯复合材料类制品、大型异型聚四氟乙烯密封制品、轨道交通绝缘软管制品、材料销售
上海怡申科技股份有限公司,上海市,4.68亿,1766.82万,2018-01-23,批发和零售业,传动产品及配件、电机产品、机器人产品
邢台市快玻玻璃科技股份有限公司,邢台市,2625.59万,-74.57万,2018-01-23,批发和零售业,玻璃、碱
济宁鸿润食品股份有限公司,济宁市,18.15亿,-5595.88万,2018-01-22,制造业,鸡产品、鸭产品、调理品、熟食
北京信游星空科技集团股份有限公司,北京市,--,--,2018-01-22,信息传输、软件和信息技术服务业,移动增值服务、移动营销服务、视频直播、货物贸易服务
福建迈纬通信科技股份有限公司,泉州市,7670.93万,839.90万,2018-02-08,制造业,通信传输设备、技术服务
赣州富尔特电子股份有限公司,赣州市,3.73亿,1422.28万,2018-01-31,制造业,磁钢销售、原材料销售、加工费
哈尔滨艾瑞排放控制技术股份有限公司,哈尔滨市,10.31亿,-1790.81万,2018-01-31,制造业,排气歧管、三元催化器、消声器、油管水管
唐山东唐电气股份有限公司,唐山市,4228.12万,306.08万,2018-01-29,制造业,配电开关柜类、消弧线圈成套装置类、中性点接地电阻成套装置类、仪器仪表类、预制舱类
广东腾威科技股份有限公司,广州市,8299.81万,741.53万,2018-01-22,制造业,康体材料、路面材料、工程施工
湖南浏阳经开区水务股份有限公司,长沙市,1.90亿,3395.44万,2018-01-25,电力热力燃气及水生产和供应业,自来水供水服务、污水处理
巴中市公用事业投资集团股份有限公司,巴中市,5.64亿,6988.52万,2018-01-30,电力热力燃气及水生产和供应业,自来水供应、天然气供应
湖南泰通能源管理股份有限公司,长沙市,3281.11万,256.16万,2018-05-17,科学研究和技术服务业,余热利用、变频、蒸汽利用发电、绿色照明、空气压缩系统、磁力耦合、水系统、服务
四川西华通用航空股份有限公司,成都市,2314.51万,-341.37万,2018-01-30,交通运输、仓储和邮政业,人工影响天气、科研服务飞行、房屋出租
北京艺高世纪科技股份有限公司,北京市,5877.09万,167.41万,2018-03-26,制造业,普通砂浆、特种砂浆、保温板、建筑外墙外保温装饰
北京潮白环保科技股份有限公司,北京市,1.49亿,1809.12万,2018-02-12,电力热力燃气及水生产和供应业,污水综合治理工程、托管运营、设备销售、维修、技术服务、材料销售
微电互动(广州)网络科技股份有限公司,广州市,1.62亿,-44.12万,2018-02-09,租赁和商务服务业,社交媒体营销活动策划、社交媒体账户开发和代运营
浙江大家食品股份有限公司,台州市,87.12万,-6350.59万,2018-02-07,制造业,鱼产品
尚禹河北电子科技股份有限公司,石家庄市,3194.15万,384.04万,2018-01-25,制造业,北斗导航终端产品销售、北斗部件销售、技术服务、软件销售
安徽政平金属科技股份有限公司,马鞍山市,1.10亿,44.55万,2018-02-07,制造业,钢桶、钢材贸易、代加工
江苏宏基铝业科技股份有限公司,苏州市,4.88亿,1185.84万,2018-01-24,制造业,铝压延加工
江苏清能新能源技术股份有限公司,苏州市,--,--,2018-06-11,制造业,燃料电池电堆、燃料电池系统
武汉中创融科科技股份有限公司,武汉市,1553.63万,-91.88万,2018-01-30,制造业,智能测控设备集成（含软件）
天津中环电炉股份有限公司,天津市,2876.87万,337.95万,2018-02-07,制造业,箱式炉、管式炉、控制系统、干燥箱、技术服务、配电设备、配件
海通期货股份有限公司,上海市,70.33亿,4.03亿,2018-03-06,金融业,商品期货经纪、金融期货经纪、期货投资咨询、资产管理、基金销售
辽宁昌源旅游汽车股份有限公司,沈阳市,5410.39万,-31.53万,2018-02-07,交通运输、仓储和邮政业,通勤班车、旅游包车、汽车租赁
天津中物网络科技股份公司,天津市,2.79亿,507.10万,2018-02-07,批发和零售业,管材、卷板、建材、棉绒、照明装置、外综服务、光伏组件
深圳警圣技术股份有限公司,深圳市,3884.51万,38.60万,2018-01-24,制造业,执法记录仪、采集站、无人机反制、租金
苏州艾科瑞思智能装备股份有限公司,苏州市,--,--,2018-01-30,制造业,慧芯系列（8、12寸IC点胶装片机）、智芯系列（多功能SiP异形基板装片机）、敏芯系列（二极管自动焊接产线）、精芯系列（高精度多功能装片机）
广东声屏传媒股份有限公司,中山市,1.02亿,207.63万,2018-02-05,租赁和商务服务业,广告代理业务、活动策划业务、电视节目制作业务
北京大陆康腾科技股份有限公司,北京市,5079.40万,49.89万,2018-01-29,信息传输、软件和信息技术服务业,商品销售、软件开发及系统集成、运营服务
河南天利热工装备股份有限公司,新乡市,1.05亿,1127.97万,2018-01-23,制造业,热处理设备、配件及维修
北京妙音数科股份有限公司,北京市,1.10亿,2736.05万,2018-02-14,文化、体育和娱乐业,版权产品授权、受托制作产品、衍生产品销售
太原力业装饰工程股份有限公司,太原市,1.26亿,405.40万,2018-02-08,建筑业,断桥铝门窗、塑钢门窗
北京华媒康讯信息技术股份有限公司,北京市,1.59亿,1379.63万,2018-02-12,信息传输、软件和信息技术服务业,项目活动（线下）、整合营销（线上线下）、数字化营销（线上）、咨询服务、图书、医学教育
四川川投水务集团射洪股份有限公司,遂宁市,6663.45万,1577.55万,2018-02-08,电力热力燃气及水生产和供应业,供水、安装、维护、校表、水质检测
河南华星科创股份有限公司,南阳市,--,--,2018-02-08,制造业,棉纱、棉布、棉花
上海融利网络科技股份有限公司,上海市,0.0000,-88.04万,2018-01-30,信息传输、软件和信息技术服务业,IT运维服务
天津三源电力信息技术股份有限公司,天津市,2.17亿,1479.86万,2018-01-26,信息传输、软件和信息技术服务业,管理咨询服务、测评服务、系统开发与实施、系统运维服务、设备及零星销售、广告策划及制作、工程施工、软硬件租赁
南京秦淮风光旅游股份有限公司,南京市,8867.82万,2732.98万,2018-02-07,水利、环境和公共设施管理业,游览服务
贵州铜仁玉安爆破工程股份有限公司,铜仁市,--,--,2018-01-31,建筑业,爆破工程设计及施工、安全监理、土石方工程施工、建筑工程施工、市政工程施工、公路工程施工、玻璃幕墙工程施工
江苏建纬检测股份有限公司,淮安市,--,--,2018-01-25,科学研究和技术服务业,建设工程质量检测服务
浙江东宇电气股份有限公司,湖州市,1.16亿,829.14万,2018-02-07,制造业,集成电器产品、电器产品
西安宝马建设科技股份有限公司,西安市,4961.45万,-980.52万,2018-02-08,建筑业,家装、公装
河北萌帮水溶肥料股份有限公司,石家庄市,3.46亿,1763.99万,2018-02-06,制造业,水溶肥、土壤调理剂、有机肥、微生物菌剂
卓才互能(广州)科技股份有限公司,广州市,9454.02万,-625.74万,2018-02-12,租赁和商务服务业,劳务承包、劳务派遣、人事代理服务、招聘服务、培训服务、技术咨询与服务、公寓经营服务
浙江万昌家具股份有限公司,湖州市,1.55亿,-972.05万,2018-02-06,制造业,床垫
英迪迈智能驱动技术无锡股份有限公司,无锡市,3377.74万,362.23万,2018-02-07,制造业,智能控制器
杭州科丰电子股份有限公司,杭州市,7663.50万,1127.09万,2018-03-05,制造业,KST3型智能控制器、KST2型智能控制器、KSTM型智能控制器、KSTL型智能控制器、控制器产品及附件
江西群鑫强磁新材料股份有限公司,赣州市,--,--,2018-02-08,制造业,稀土氧化物产品、稀土金属产品、受托加工业务
苏州创投汽车科技股份有限公司,苏州市,2920.36万,153.43万,2018-02-06,制造业,车辆座椅总成、座椅骨架总成、座椅机构件总成
常州钢劲型钢股份有限公司,常州市,4.24亿,1686.75万,2018-01-26,制造业,U肋、多边管、圆管、异型钢、舾装、钢结构
云朵实业(上海)股份有限公司,上海市,6.32亿,481.27万,2018-03-12,信息传输、软件和信息技术服务业,小家电、数码产品、生活用品、快递物流费、服务
湖南宏福环保股份有限公司,长沙市,4060.59万,172.44万,2018-02-14,水利、环境和公共设施管理业,工程、技术服务、辅材
北京志强远大科技发展股份有限公司,北京市,130.68万,19.57万,2018-01-31,租赁和商务服务业,建筑贸易、技术服务
营口东邦环保科技股份有限公司,营口市,9521.61万,-891.71万,2018-02-13,制造业,整体承包、直接销售
宁波东昊电力科技股份有限公司,宁波市,--,--,2018-01-30,制造业,中间接头铜外壳产品、玻璃钢外壳产品、其他电缆附件产品
北京亮星广告股份有限公司,北京市,652.12万,118.06万,2018-01-30,租赁和商务服务业,户外广告、电台广告
浙江科畅电子股份有限公司,温州市,5513.82万,172.88万,2018-02-09,制造业,产品销售、维修服务
湖北巨鹏厨房设备股份有限公司,黄石市,4626.23万,427.79万,2018-02-08,制造业,一、厨房设备、洗净类、蒸烤类、制冷类、二、售后服务及配件
天津联博化工股份有限公司,天津市,8983.77万,937.25万,2018-05-07,水利、环境和公共设施管理业,液态二氧化碳销售、干冰、异丁烷加工、钢瓶气、检验、异丁烷销售、技术服务
一重集团常州市华冶轧辊股份有限公司,常州市,1.26亿,336.83万,2018-03-05,制造业,锻钢冷轧辊
电计科技研发(上海)股份有限公司,上海市,4009.25万,-339.66万,2018-06-07,科学研究和技术服务业,检测业务、校准业务
上海凯工阀门股份有限公司,上海市,2.09亿,323.84万,2018-02-07,制造业,蝶阀、截止阀、球阀、闸阀、止回阀、调节阀
中雁石斛技术股份有限公司,温州市,1010.88万,-627.22万,2018-02-23,农、林、牧、渔业,石斛组培苗、石斛驯化苗、石斛鲜条、石斛干条、石斛干品、石斛花、石斛香皂、石斛牙膏、铁皮石斛颗粒
昆明仑谷科技股份有限公司,昆明市,--,--,2018-02-13,信息传输、软件和信息技术服务业,智慧交通信息化服务、硬件销售业务
成都双流积利热能科技股份有限公司,成都市,--,--,2018-02-22,制造业,热交换器、吸热片、壁挂炉整机
湖南正明环保股份有限公司,长沙市,4190.30万,-442.83万,2018-02-12,水利、环境和公共设施管理业,大气污染防治、水污染防治、设计服务
浙江上易机械股份有限公司,嘉兴市,6080.58万,1207.33万,2018-02-12,制造业,设备整机、设备装置
广州市龙能城市运营管理股份有限公司,广州市,--,--,2018-02-08,房地产业,基础物业管理服务、顾问咨询及协销配合服务、社区物业增值服务
深圳市零奔洋光电股份有限公司,深圳市,1.84亿,1761.58万,2018-02-22,制造业,LED模组、LED灯条
江苏轩瑞减振设备股份有限公司,常州市,2262.54万,-371.30万,2018-03-06,制造业,支吊架、阻尼器
重庆旭德教育软件股份有限公司,重庆市,2449.83万,308.40万,2018-02-09,教育,1对1咨询服务
山东丰源轮胎制造股份有限公司,枣庄市,12.10亿,-1.66亿,2018-04-19,制造业,半钢子午线轮胎
甘肃省交通规划勘察设计院股份有限公司,兰州市,15.53亿,2.69亿,2018-03-15,科学研究和技术服务业,勘察设计、机电施工、工程监理、试验检测、商品销售、技术服务
东莞友华医院股份有限公司,东莞市,1.35亿,-1447.22万,2018-03-29,医疗养老服务,诊疗、体检
重庆华西人防工程设备股份有限公司,重庆市,3792.73万,138.38万,2018-02-13,制造业,普通人防、地铁人防
常熟市景弘盛通信科技股份有限公司,苏州市,5.91亿,4386.48万,2018-02-23,制造业,消费线缆、新能源线缆、通信高速电缆
广东启慧教育投资股份有限公司,中山市,1855.98万,-630.44万,2018-03-21,教育,学杂费、培训、人力资源
芜湖诚拓汽车部件股份有限公司,芜湖市,1.69亿,769.70万,2018-02-22,制造业,汽车零部件
贵州西南管业股份有限公司,贵阳市,--,--,2018-02-27,制造业,玻璃钢夹砂管、钢筒水泥管、电缆保护管
银川英奥特自控股份有限公司,银川市,2088.15万,7.16万,2018-03-01,制造业,气动控制器件等外购件、低氮燃烧用气动风门执行器及控制系统、重载气动执行机构及其控制系统、盾构机保压系统及其组件
昆山绿亮电子科技股份有限公司,苏州市,4353.42万,89.26万,2018-02-08,制造业,LED灯、车载空气净化器、印刷电路板、电路板贴片、代工贴片
北京伟力新世纪科技发展股份有限公司,北京市,3388.81万,-563.00万,2018-02-12,制造业,自产商品、代理商品
江苏宝得换热设备股份有限公司,无锡市,1.47亿,479.88万,2018-02-26,制造业,可拆式板式换热器、钎焊式板式换热器
河北天朔医疗用品股份有限公司,保定市,5.21亿,5000.96万,2018-03-01,制造业,天然乳胶、乳胶手套、丁腈手套、手指套、气球
濮阳绿宇新材料科技股份有限公司,濮阳市,3461.12万,-267.99万,2018-02-27,制造业,蜜胺泡绵
湖州浙宝钙业科技股份有限公司,湖州市,4.54亿,7854.97万,2018-02-13,制造业,石灰
辽宁中科生物工程股份有限公司,本溪市,2251.97万,276.46万,2018-03-01,制造业,食品添加剂、肥料增效剂、降解酶、特种肥料
